Using custom data configuration default
Reusing dataset trec (/root/.cache/huggingface/datasets/trec/default/1.1.0/751da1ab101b8d297a3d6e9c79ee9b0173ff94c4497b75677b59b61d5467a9b9)
Using custom data configuration default
Reusing dataset trec (/root/.cache/huggingface/datasets/trec/default/1.1.0/751da1ab101b8d297a3d6e9c79ee9b0173ff94c4497b75677b59b61d5467a9b9)
{'label-coarse': 0, 'label-fine': 0, 'text': 'How did serfdom develop in and then leave Russia ?'}
load model
model loaded
prepare_dataset
5452
500
load classifier from training epoch 1
evaluation started
[   24] loss:, [4.014, 4.011, 4.011, 4.011, 4.011, 4.011, 4.084, 4.084, 4.042, 4.119, 4.084, 4.119, 3.309]
[   49] loss:, [3.935, 3.929, 3.929, 3.929, 3.929, 3.929, 4.001, 4.001, 3.96, 4.015, 4.001, 4.035, 3.309]
[   74] loss:, [3.907, 3.902, 3.902, 3.902, 3.902, 3.902, 3.974, 3.974, 3.947, 3.981, 3.974, 4.008, 3.277]
[   99] loss:, [3.893, 3.889, 3.889, 3.889, 3.889, 3.889, 3.96, 3.96, 3.93, 3.954, 3.95, 3.994, 3.257]
[  124] loss:, [3.877, 3.881, 3.881, 3.881, 3.881, 3.881, 3.944, 3.952, 3.928, 3.946, 3.944, 3.986, 3.272]
[  149] loss:, [3.873, 3.876, 3.876, 3.876, 3.876, 3.876, 3.94, 3.947, 3.927, 3.947, 3.934, 3.981, 3.29]
[  174] loss:, [3.87, 3.872, 3.872, 3.872, 3.872, 3.872, 3.938, 3.943, 3.92, 3.948, 3.932, 3.977, 3.263]
[  199] loss:, [3.868, 3.869, 3.869, 3.869, 3.869, 3.869, 3.935, 3.94, 3.92, 3.949, 3.925, 3.974, 3.272]
[  224] loss:, [3.866, 3.867, 3.867, 3.867, 3.867, 3.867, 3.934, 3.938, 3.92, 3.945, 3.925, 3.972, 3.272]
[  249] loss:, [3.865, 3.866, 3.866, 3.866, 3.866, 3.866, 3.932, 3.936, 3.92, 3.946, 3.924, 3.97, 3.252]
[  274] loss:, [3.86, 3.864, 3.864, 3.864, 3.864, 3.864, 3.928, 3.935, 3.92, 3.947, 3.924, 3.969, 3.259]
[  299] loss:, [3.859, 3.863, 3.863, 3.863, 3.863, 3.863, 3.927, 3.934, 3.92, 3.947, 3.924, 3.967, 3.263]
[  324] loss:, [3.859, 3.862, 3.862, 3.862, 3.862, 3.862, 3.927, 3.933, 3.92, 3.948, 3.924, 3.966, 3.245]
[  349] loss:, [3.858, 3.861, 3.861, 3.861, 3.861, 3.861, 3.926, 3.932, 3.92, 3.943, 3.923, 3.96, 3.252]
[  374] loss:, [3.858, 3.86, 3.86, 3.86, 3.86, 3.86, 3.926, 3.931, 3.921, 3.941, 3.921, 3.959, 3.271]
[  399] loss:, [3.857, 3.86, 3.86, 3.86, 3.86, 3.86, 3.926, 3.931, 3.921, 3.942, 3.921, 3.957, 3.264]
[  424] loss:, [3.857, 3.859, 3.859, 3.859, 3.859, 3.859, 3.925, 3.93, 3.921, 3.942, 3.921, 3.956, 3.26]
[  449] loss:, [3.857, 3.859, 3.859, 3.859, 3.859, 3.859, 3.925, 3.929, 3.921, 3.943, 3.921, 3.956, 3.258]
[  474] loss:, [3.856, 3.858, 3.858, 3.858, 3.858, 3.858, 3.925, 3.927, 3.916, 3.939, 3.918, 3.956, 3.265]
[  499] loss:, [3.856, 3.858, 3.858, 3.858, 3.858, 3.858, 3.925, 3.927, 3.917, 3.94, 3.915, 3.956, 3.272]
testing finished
